Bedrooms,Bathrooms,City,Zip_Code,Neighborhood,Avg_Rent,Avg_Sqft,Concierge,Lounge,A/C,Smoke Free,Pets Allowed,Pool,Gym,Laundry,Gated,Furnished,Wheelchair Accessible,Carpet,Wood Floor,Plank Floor,Tile Floor
1,1.0,Oakland,94609,Pill Hill,2935,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2875 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2875 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2875 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2875 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2890 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2900 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2900 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2900 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2905 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2915 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2915 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2915 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2915 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2930 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2930 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2930 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2940 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2940 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2940 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2940 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2945 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2955 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2965 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2965 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2980 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2995 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2928,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2895 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2910 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94609,Pill Hill,2960 ,502.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.0,Oakland,94609,Pill Hill,3238,663.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.0,Oakland,94609,Pill Hill,3230 ,663.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.0,Oakland,94609,Pill Hill,3245 ,663.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3508,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3495 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3520 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3520 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3520 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
2,1.5,Oakland,94609,Pill Hill,3520 ,1052.0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0
1,1.0,Oakland,94606,Oakland,2669,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2768 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2768 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2768 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2783 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2702,717.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2577 ,717.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2869,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2631 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3107 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3107 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3107 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3107 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3107 ,668.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2741 ,813.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2741 ,813.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2986,704.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2755 ,704.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2770 ,704.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3217 ,704.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3049 ,840.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3049 ,840.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3520 ,770.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3520 ,770.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,2968,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,2911,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,2921,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,2936,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3006,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3011,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3668,1065.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3668,1065.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3876,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3720,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3720,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3756,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3756,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3756,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3786,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3786,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3820,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3820,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3820,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3876,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3880,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3886,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3946,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3946,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,4030,920.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,4052,1145.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3905,1145.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,4234 ,1145.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3998,995.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3998,995.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4121,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4026,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4111,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4131,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4191,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4216,1168.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.5,Oakland,94606,Oakland,4110,1424.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.5,Oakland,94606,Oakland,4110,1424.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2827 ,717.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2555 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,2638 ,719.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,2973 ,881.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
0,1.0,Oakland,94606,Oakland,2391,485.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
0,1.0,Oakland,94606,Oakland,2466,632.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
0,1.0,Oakland,94606,Oakland,2523,551.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,2.0,Oakland,94606,Oakland,2840 ,947.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3045 ,749.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3069 ,784.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3200 ,659.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
1,1.0,Oakland,94606,Oakland,3361 ,775.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.0,Oakland,94606,Oakland,3704,1185.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.5,Oakland,94606,Oakland,3960 ,1384.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,2.5,Oakland,94606,Oakland,4164,1487.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
2,1.5,Oakland,94606,Oakland,4392,1432.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
3,2.5,Oakland,94606,Oakland,4805 ,1523.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
3,2.0,Oakland,94606,Oakland,5610 ,1265.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
3,2.0,Oakland,94606,Oakland,5720 ,1345.0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2624,462.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2425 ,469.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2824 ,455.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2824 ,455.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2876,567.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2550 ,567.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3201 ,567.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2962,566.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2550 ,593.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3204 ,593.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3204 ,600.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3209 ,601.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3374 ,530.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3232,698.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2815 ,676.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2815 ,682.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2815 ,693.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,2815 ,684.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3594 ,682.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3565 ,652.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
1,1.0,Oakland,94611,Piedmont Avenue,3565 ,652.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
2,2.0,Oakland,94611,Piedmont Avenue,4223 ,941.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
2,2.0,Oakland,94611,Piedmont Avenue,4223 ,941.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2729 ,443.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94611,Piedmont Avenue,2729 ,443.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1.0,Oakland,94612,Westlake,2682,548.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2478,548.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2584,548.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2520,666.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2520,666.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2599,549.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2538,549.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2568,549.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2588,549.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2644,549.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3004,716.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3004,716.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3115,721.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3005,721.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3203,721.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3262,824.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3149,824.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3320,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3178,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3278,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3346,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3434,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3206,722.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3184,722.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4050,1115.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4050,1115.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4130,1107.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4130,1107.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4426,1224.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4426,1224.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4658,1196.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4426,1196.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4476,1196.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4804,1196.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4832,1196.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3,2.0,Oakland,94612,Westlake,4891,1357.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3,2.0,Oakland,94612,Westlake,4928,1357.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3171,808.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3134,808.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3381,778.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3280,722.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2829,548.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3410,824.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1.0,Oakland,94612,Westlake,3328,824.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4070,1103.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,2.0,Oakland,94612,Westlake,4070,1103.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1.0,Oakland,94612,Westlake,2638,548.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
